Topic,Medium,How,Items
Content moderation,Messaging platform,Other,1
Content moderation,Messaging platform,Reporting,1
Content moderation,Messaging platform,Task delegation,1
Content moderation,Messaging platform,Transparency,1
Content moderation,Messaging platform,Transparency in moderation/reporting,1
Content moderation,Metaverse,Deplatforming,1
Content moderation,Metaverse,Interiorisation,1
Content moderation,Metaverse,Modification,1
Content moderation,Metaverse,Obfuscation,1
Content moderation,Metaverse,Profiling,1
Content moderation,Mobile device,Blocking,1
Content moderation,Mobile device,Correcting,1
Content moderation,Mobile device,Marginalisation,1
Content moderation,Mobile device,Profiling,1
Content moderation,Mobile device,Prompting,1
Content moderation,Mobile device,Redirection,1
Content moderation,Mobile device,Restricting access,1
Content moderation,Mobile device,Scheduling,1
Content moderation,Mobile device,Self-censorship,1
Content moderation,Music streaming,Balancing,1
Content moderation,Music streaming,Coersive,1
Content moderation,Music streaming,Interiorisation,1
Content moderation,Music streaming,Modification,1
Content moderation,Music streaming,Redirection,1
Content moderation,Music streaming,Removal from circulation,1
Content moderation,Music streaming,Self-censorship,1
Content moderation,News aggregator,Blocking,1
Content moderation,News aggregator,Bridging,1
Content moderation,News aggregator,Disclosure,1
Content moderation,News aggregator,Metamoderation,1
Content moderation,News aggregator,Modification,1
Content moderation,News aggregator,Monitoring,1
Content moderation,News aggregator,Profiling,1
Content moderation,News media,Agenda setting,1
Content moderation,News media,Balancing,1
Content moderation,News media,Coersive,1
Content moderation,News media,Intelligibility,1
Content moderation,News media,Licensing,1
Content moderation,News media,Obfuscation,1
Content moderation,News media,Redirection,1
Content moderation,News media,Removal from circulation,1
Content moderation,Newsletter platform,Blocking,1
Content moderation,Newsletter platform,Coersive,1
Content moderation,Newsletter platform,Correcting,1
Content moderation,Newsletter platform,Deplatforming,1
Content moderation,Newsletter platform,Disclosure,1
Content moderation,Newsletter platform,Economic,1
Content moderation,Newsletter platform,Enframing,1
Content moderation,Newsletter platform,Fairness,1
Content moderation,Newsletter platform,Labeling,1
Content moderation,Newsletter platform,Marginalisation,1
Content moderation,Newsletter platform,Metamoderation,1
Content moderation,Newsletter platform,Prompting,1
Content moderation,Newsletter platform,Removal,1
Content moderation,Newsletter platform,Review,1
Content moderation,Online community,Balancing,1
Content moderation,Online community,Intelligibility,1
Content moderation,Online community,Metamoderation,1
Content moderation,Online community,Prompting,1
Content moderation,Online fora,Correcting,1
Content moderation,Online fora,Fairness,1
Content moderation,Online fora,Interiorisation,1
Content moderation,Online fora,Removal from circulation,1
Content moderation,Online fora,Restriction access,1
Content moderation,Online fora,Scheduling,1
Content moderation,Online learning platform,Agenda setting,1
Content moderation,Online learning platform,Balancing,1
Content moderation,Online learning platform,Deplatforming,1
Content moderation,Online learning platform,Disclosure,1
Content moderation,Online learning platform,Fairness,1
Content moderation,Online learning platform,Inclusion,1
Content moderation,Online learning platform,Profiling,1
Content moderation,Online learning platform,Removal from circulation,1
Content moderation,Online learning platform,Restricting access,1
Content moderation,Online learning platform,Scheduling,1
Content moderation,Pastebin,Deplatforming,1
Content moderation,Pastebin,Economic,1
Content moderation,Pastebin,Enframing,1
Content moderation,Pastebin,Filtering,1
Content moderation,Pastebin,Intermediate,1
Content moderation,Pastebin,Metamoderation,1
Content moderation,Pastebin,Profiling,1
Content moderation,Pastebin,Removal,1
Content moderation,Pastebin,Restricting access,1
Content moderation,Pastebin,Review,1
Content moderation,Pastebin,Scheduling,1
Content moderation,Payment platform,Coersive,1
Content moderation,Payment platform,Correcting,1
Content moderation,Payment platform,Metamoderation,1
Content moderation,Payment platform,Rating,1
Content moderation,Payment platform,Removal from circulation,1
Content moderation,Payment platform,Scheduling,1
Content moderation,Petition platform,Blocking,1
Content moderation,Petition platform,Deplatforming,1
Content moderation,Petition platform,Filtering,1
Content moderation,Petition platform,Intelligibility,1
Content moderation,Petition platform,Labeling,1
Content moderation,Petition platform,Marginalisation,1
Content moderation,Petition platform,Metamoderation,1
Content moderation,Petition platform,Prompting,1
Content moderation,Petition platform,Removal,1
Content moderation,Platforms,Agenda setting,1
Content moderation,Platforms,Fairness,1
Content moderation,Platforms,Inclusion,1
Content moderation,Platforms,Intelligibility,1
Content moderation,Platforms,Mediators,1
Content moderation,Platforms,Obfuscation,1
Content moderation,Pornography,Deplatforming,1
Content moderation,Pornography,Labeling,1
Content moderation,Pornography,Marginalisation,1
Content moderation,Pornography,Redirection,1
Content moderation,Pornography,Removal,1
Content moderation,Pornography,Restricting access,1
Content moderation,Pornography,Self-censorship,1
Content moderation,Portal,Balancing,1
Content moderation,Portal,Blocking,1
Content moderation,Portal,Coherence,1
Content moderation,Portal,Economic,1
Content moderation,Portal,Inclusion,1
Content moderation,Portal,Marginalisation,1
Content moderation,Portal,Metamoderation,1
Content moderation,Portal,Modification,1
Content moderation,Portal,Profiling,1
Content moderation,Portal,Redirection,1
Content moderation,Portal,Removal from circulation,1
Content moderation,Portfolio platform,Economic,1
Content moderation,Portfolio platform,Enframing,1
Content moderation,Portfolio platform,Modification,1
Content moderation,Portfolio platform,Profiling,1
Content moderation,Portfolio platform,Redirection,1
Content moderation,Portfolio platform,Removal,1
Content moderation,Portfolio platform,Review,1
Content moderation,Print media,Intermediate,1
Content moderation,Print media,Redirection,1
Content moderation,Q&A platform,Agenda setting,1
Content moderation,Q&A platform,Bridging,1
Content moderation,Q&A platform,Disclosure,1
Content moderation,Q&A platform,Marginalisation,1
Content moderation,Q&A platform,Metamoderation,1
Content moderation,Q&A platform,Profiling,1
Content moderation,Q&A platform,Self-censorship,1
Content moderation,Radio,Balancing,1
Content moderation,Radio,Fairness,1
Content moderation,Radio,Intermediate,1
Content moderation,Radio,Profiling,1
Content moderation,Radio,Rating,1
Content moderation,Radio,Removal from circulation,1
Content moderation,Radio,Self-censorship,1
Content moderation,Review platform,Agenda setting,1
Content moderation,Review platform,Balancing,1
Content moderation,Review platform,Coersive,1
Content moderation,Review platform,Deplatforming,1
Content moderation,Review platform,Intermediate,1
Content moderation,Review platform,Licensing,1
Content moderation,Review platform,Profiling,1
Content moderation,Review platform,Prompting,1
Content moderation,Review platform,Rating,1
Content moderation,Review platform,Restricting access,1
Content moderation,Ride-sharing platform,Correcting,1
Content moderation,Ride-sharing platform,Profiling,1
Content moderation,Ride-sharing platform,Restricting access,1
Content moderation,Ride-sharing platform,Review,1
Content moderation,Ride-sharing platform,Scheduling,1
Content moderation,Russian social media platform,Correcting,1
Content moderation,Russian social media platform,Disclosure,1
Content moderation,Russian social media platform,Intermediate,1
Content moderation,Russian social media platform,Modification,1
Content moderation,Russian social media platform,Rating,1
Content moderation,Russian social media platform,Restricting access,1
Content moderation,Search engine,Common carriage / neutral conduit,1
Content moderation,Search engine,Escalation,1
Content moderation,Search engine,Interoperability,1
Content moderation,Search engine,Other,1
Content moderation,Search engine,Reporting,1
Content moderation,Search engine,Restriction access,1
Content moderation,Search engine,Transparency,1
Content moderation,Search engine,Transparency in moderation/reporting,1
Content moderation,Short video platform,Agenda setting,1
Content moderation,Short video platform,Escalation,1
Content moderation,Short video platform,Obfuscation,1
Content moderation,Short video platform,Other,1
Content moderation,Short video platform,Prompting,1
Content moderation,Short video platform,Removal from circulation,1
Content moderation,Smart device,Blocking,1
Content moderation,Smart device,Enframing,1
Content moderation,Smart device,Filtering,1
Content moderation,Smart device,Interiorisation,1
Content moderation,Smart device,Marginalisation,1
Content moderation,Smart device,Metamoderation,1
Content moderation,Social media platform,Common carriage / neutral conduit,1
Content moderation,Social media platform,Debate moderators,1
Content moderation,Social media platform,Documenting,1
Content moderation,Social media platform,Escalation,1
Content moderation,Social media platform,Mediators,1
Content moderation,Social media platform,Moderation as industrial labour,1
Content moderation,Social media platform,Reporting,1
Content moderation,Social media platform,Restrictiong access,1
Content moderation,Social media platform,Transparency in moderation/reporting,1
Content moderation,Social media platform,Transparencyreport.google.com सरकार-278? nope,1
Content moderation,Social media platform,Warning,1
Content moderation,Software,Blocking,1
Content moderation,Software,Correcting,1
Content moderation,Software,Disclosure,1
Content moderation,Software,Enframing,1
Content moderation,Software,Filtering,1
Content moderation,Software,Labeling,1
Content moderation,Software,Rating,1
Content moderation,Software,Removal,1
Content moderation,Software,Review,1
Content moderation,Software,Self-censorship,1
Content moderation,Surveillance,Enframing,1
Content moderation,Surveillance,Filtering,1
Content moderation,Surveillance,Removal,1
Content moderation,Telephony,Blocking,1
Content moderation,Telephony,Enframing,1
Content moderation,Telephony,Marginalisation,1
Content moderation,Telephony,Rating,1
Content moderation,Telephony,Review,1
Content moderation,Television,Coherence,1
Content moderation,Television,Confiscation,1
Content moderation,Television,Fairness,1
Content moderation,Television,Scheduling,1
Content moderation,Text,Blocking,1
Content moderation,Text,Enframing,1
Content moderation,Text,Filtering,1
Content moderation,Text,Intermediate,1
Content moderation,Text,Monitoring,1
Content moderation,Text,Profiling,1
Content moderation,Text,Restricting access,1
Content moderation,Text,Review,1
Content moderation,Text,Self-censorship,1
Content moderation,Video,Blocking,1
Content moderation,Video,Enframing,1
Content moderation,Video,Filtering,1
Content moderation,Video,Intermediate,1
Content moderation,Video,Monitoring,1
Content moderation,Video,Profiling,1
Content moderation,Video,Restricting access,1
Content moderation,Video,Review,1
Content moderation,Video,Self-censorship,1
Content moderation,Video game,Agenda setting,1
Content moderation,Video game,Balancing,1
Content moderation,Video game,Intelligibility,1
Content moderation,Video game,Interiorisation,1
Content moderation,Video game,Intermediate,1
Content moderation,Video game,Redirection,1
Content moderation,Video game,Task delegation,1
Content moderation,Video sharing platform,Debate moderators,1
Content moderation,Video sharing platform,Escalation,1
Content moderation,Video sharing platform,Mediators,1
Content moderation,Video sharing platform,Moderation as industrial labour,1
Content moderation,Video sharing platform,Reporting,1
Content moderation,Video sharing platform,Transparency in moderation/reporting,1
Content moderation,Video sharing platform,Transparencyreport.google.com सरकार-278? nope,1
Content moderation,Video streaming platform,Coersive,1
Content moderation,Video streaming platform,Disclosure,1
Content moderation,Video streaming platform,Economic,1
Content moderation,Video streaming platform,Interiorisation,1
Content moderation,Video streaming platform,Licensing,1
Content moderation,Video streaming platform,Modification,1
Content moderation,Video streaming platform,Redirection,1
Content moderation,Video streaming platform,Restricting access,1
Content moderation,Video streaming platform,Scheduling,1
Content moderation,Videoconferencing,Bridging,1
Content moderation,Videoconferencing,Coersive,1
Content moderation,Videoconferencing,Interiorisation,1
Content moderation,Videoconferencing,Obfuscation,1
Content moderation,Videoconferencing,Prompting,1
Content moderation,Videoconferencing,Rating,1
Content moderation,Videoconferencing,Redirection,1
Content moderation,Virtual reality,Blocking,1
Content moderation,Virtual reality,Deplatforming,1
Content moderation,Virtual reality,Disclosure,1
Content moderation,Virtual reality,Enframing,1
Content moderation,Virtual reality,Filtering,1
Content moderation,Virtual reality,Labeling,1
Content moderation,Virtual reality,Modification,1
Content moderation,Virtual reality,Monitoring,1
Content moderation,Web,Agenda setting,1
Content moderation,Web,Blocking,1
Content moderation,Web,Enframing,1
Content moderation,Web,Marginalisation,1
Content moderation,Web,Rating,1
Content moderation,Web,Self-censorship,1
Content moderation,Web hosting,Blocking,1
Content moderation,Web hosting,Correcting,1
Content moderation,Web hosting,Deplatforming,1
Content moderation,Web hosting,Economic,1
Content moderation,Web hosting,Enframing,1
Content moderation,Web hosting,Labeling,1
Content moderation,Web hosting,Marginalisation,1
Content moderation,Web hosting,Monitoring,1
Content moderation,Web hosting,Profiling,1
Content moderation,Web hosting,Removal,1
Content moderation,Web hosting,Restricting access,1
Content moderation,Web hosting,Review,1
Content moderation,Web3,Filtering,1
Content moderation,Web3,Metamoderation,1
Content moderation,Wikis,Agenda setting,1
Content moderation,Wikis,Escalation,1
Content moderation,Wikis,Inclusion,1
Debate management,AI,Balancing,1
Debate management,AI,Coherence,1
Debate management,AI,Enframing,1
Debate management,AI,Metamoderation,1
Debate management,AI,Prompting,1
Debate management,Blog,Balancing,1
Debate management,Blog,Correcting,1
Debate management,Blog,Deplatforming,1
Debate management,Blog,Intelligibility,1
Debate management,Blog,Monitoring,1
Debate management,Blog,Prompting,1
Debate management,Blog,Rating,1
Debate management,Blog,Review,1
Debate management,Computer conferencing,Balancing,1
Debate management,Computer conferencing,Coherence,1
Debate management,Computer conferencing,Enframing,1
Debate management,Computer conferencing,Intelligibility,1
Debate management,Computer conferencing,Metamoderation,1
Debate management,Computer conferencing,Prompting,1
Debate management,Computer-mediated communication,Coherence,1
Debate management,Computer-mediated communication,Enframing,1
Debate management,Computer-mediated communication,Filtering,1
Debate management,Computer-mediated communication,Profiling,1
Debate management,Computer-mediated communication,Prompting,1
Debate management,Deliberation platform,Balancing,1
Debate management,Deliberation platform,Coherence,1
Debate management,Deliberation platform,Metamoderation,1
Debate management,Deliberation platform,Prompting,1
Debate management,Email,Coherence,1
Debate management,Email,Correcting,1
Debate management,Email,Enframing,1
Debate management,Email,Intelligibility,1
Debate management,Email,Prompting,1
Debate management,Mailing list,Blocking,1
Debate management,Mailing list,Enframing,1
Debate management,Mailing list,Filtering,1
Debate management,Mailing list,Monitoring,1
Debate management,Mailing list,Prompting,1
Debate management,Messaging platform,Agenda setting,1
Debate management,Messaging platform,Intermediate,1
Debate management,Messaging platform,Modification,1
Debate management,Messaging platform,Profiling,1
Debate management,Messaging platform,Removal,1
Debate management,Messaging platform,Review,1
Debate management,News media,Deplatforming,1
Debate management,News media,Economic,1
Debate management,News media,Enframing,1
Debate management,News media,Profiling,1
Debate management,Newsgroup,Coherence,1
Debate management,Newsgroup,Filtering,1
Debate management,Newsgroup,Intelligibility,1
Debate management,Newsgroup,Prompting,1
Debate management,Online community,Balancing,1
Debate management,Online community,Filtering,1
Debate management,Online community,Inclusion,1
Debate management,Online community,Intelligibility,1
Debate management,Online community,Intermediate,1
Debate management,Online community,Prompting,1
Debate management,Online community,Review,1
Debate management,Online fora,Agenda setting,1
Debate management,Online fora,Bridging,1
Debate management,Online fora,Coersive,1
Debate management,Online fora,Correcting,1
Debate management,Online fora,Deplatforming,1
Debate management,Online fora,Metamoderation,1
Debate management,Online fora,Profiling,1
Debate management,Online fora,Rating,1
Debate management,Online fora,Restriction access,1
Debate management,Online learning platform,Agenda setting,1
Debate management,Online learning platform,Bridging,1
Debate management,Online learning platform,Inclusion,1
Debate management,Online learning platform,Metamoderation,1
Debate management,Online learning platform,Profiling,1
Debate management,Online learning platform,Rating,1
Debate management,Online learning platform,Review,1
Debate management,Online learning platform,Scheduling,1
Debate management,Portal,Balancing,1
Debate management,Portal,Coherence,1
Debate management,Portal,Enframing,1
Debate management,Portal,Filtering,1
Debate management,Portal,Monitoring,1
Debate management,Print media,Balancing,1
Debate management,Print media,Coherence,1
Debate management,Print media,Economic,1
Debate management,Print media,Monitoring,1
Debate management,Print media,Profiling,1
Debate management,Print media,Removal,1
Debate management,Radio,Enframing,1
Debate management,Radio,Filtering,1
Debate management,Radio,Rating,1
Debate management,Search engine,Balancing,1
Debate management,Search engine,Coherence,1
Debate management,Search engine,Enframing,1
Debate management,Search engine,Filtering,1
Debate management,Search engine,Monitoring,1
Debate management,Social media platform,Agenda setting,1
Debate management,Social media platform,Correcting,1
Debate management,Social media platform,Deplatforming,1
Debate management,Social media platform,Modification,1
Debate management,Social media platform,Redirection,1
Debate management,Social media platform,Removal from circulation,1
Debate management,Television,Enframing,1
Debate management,Television,Filtering,1
Debate management,Television,Rating,1
Debate management,Video sharing platform,Balancing,1
Debate management,Video sharing platform,Blocking,1
Debate management,Video sharing platform,Modification,1
Debate management,Video sharing platform,Prompting,1
Debate management,Video sharing platform,Removal,1
Debate management,Video sharing platform,Review,1
Debate management,Videoconferencing,Balancing,1
Debate management,Videoconferencing,Coherence,1
Debate management,Videoconferencing,Enframing,1
Debate management,Videoconferencing,Inclusion,1
Debate management,Videoconferencing,Monitoring,1
Debate management,Videoconferencing,Prompting,1
Debate management,Wikis,Coherence,1
Debate management,Wikis,Deplatforming,1
Debate management,Wikis,Filtering,1
Debate management,Wikis,Inclusion,1
Debate management,Wikis,Intelligibility,1
Debate management,Wikis,Monitoring,1
Debate management,Wikis,Prompting,1
Debate management,Wikis,Rating,1
Media moderation,Alt-tech,Blocking,1
Media moderation,Alt-tech,Deplatforming,1
Media moderation,Alt-tech,Disclosure,1
Media moderation,Alt-tech,Economic,1
Media moderation,Alt-tech,Enframing,1
Media moderation,Alt-tech,Labeling,1
Media moderation,Alt-tech,Marginalisation,1
Media moderation,Alt-tech,Modification,1
Media moderation,Alt-tech,Profiling,1
Media moderation,Alt-tech,Review,1
Media moderation,App store,Filtering,1
Media moderation,App store,Monitoring,1
Media moderation,Blog,Blocking,1
Media moderation,Blog,Disclosure,1
Media moderation,Blog,Enframing,1
Media moderation,Blog,Intelligibility,1
Media moderation,Blog,Licensing,1
Media moderation,Blog,Modification,1
Media moderation,Blog,Profiling,1
Media moderation,Blog,Prompting,1
Media moderation,Blog,Review,1
Media moderation,Broadcast media,Correcting,1
Media moderation,Broadcast media,Disclosure,1
Media moderation,Broadcast media,Enframing,1
Media moderation,Broadcast media,Filtering,1
Media moderation,Broadcast media,Rating,1
Media moderation,Broadcast media,Review,1
Media moderation,Comics,Blocking,1
Media moderation,Comics,Confiscation,1
Media moderation,Comics,Deplatforming,1
Media moderation,Comics,Enframing,1
Media moderation,Comics,Filtering,1
Media moderation,Comics,Modification,1
Media moderation,Comics,Obfuscation,1
Media moderation,Comics,Removal,1
Media moderation,Comics,Removal from circulation,1
Media moderation,Comics,Review,1
Media moderation,Comics,Self-censorship,1
Media moderation,E-commerce,Blocking,1
Media moderation,E-commerce,Economic,1
Media moderation,E-commerce,Enframing,1
Media moderation,E-commerce,Filtering,1
Media moderation,E-commerce,Monitoring,1
Media moderation,E-commerce,Removal,1
Media moderation,E-commerce,Review,1
Media moderation,Education,Blocking,1
Media moderation,Education,Coersive,1
Media moderation,Education,Enframing,1
Media moderation,Education,Filtering,1
Media moderation,Education,Monitoring,1
Media moderation,Education,Self-censorship,1
Media moderation,Encyclopedia,Blocking,1
Media moderation,Encyclopedia,Enframing,1
Media moderation,Encyclopedia,Modification,1
Media moderation,Encyclopedia,Monitoring,1
Media moderation,Encyclopedia,Removal,1
Media moderation,Encyclopedia,Review,1
Media moderation,Film,Agenda setting,1
Media moderation,Film,Coersive,1
Media moderation,Film,Metamoderation,1
Media moderation,Film,Restricting access,1
Media moderation,ISP,Agenda setting,1
Media moderation,ISP,Confiscation,1
Media moderation,ISP,Economic,1
Media moderation,ISP,Redirection,1
Media moderation,ISP,Removal from circulation,1
Media moderation,ISP,Scheduling,1
Media moderation,ISP,Self-censorship,1
Media moderation,Image sharing platform,Disclosure,1
Media moderation,Image sharing platform,Enframing,1
Media moderation,Image sharing platform,Filtering,1
Media moderation,Image sharing platform,Labeling,1
Media moderation,Image sharing platform,Obfuscation,1
Media moderation,Image sharing platform,Profiling,1
Media moderation,Image sharing platform,Rating,1
Media moderation,Image sharing platform,Review,1
Media moderation,Internet (general),Agenda setting,1
Media moderation,Internet (general),Correcting,1
Media moderation,Internet (general),Economic,1
Media moderation,Internet (general),Intelligibility,1
Media moderation,Internet (general),Licensing,1
Media moderation,Internet (general),Metamoderation,1
Media moderation,Internet (general),Prompting,1
Media moderation,Internet (general),Removal,1
Media moderation,Internet (general),Removal from circulation,1
Media moderation,Internet (general),Self-censorship,1
Media moderation,Library,Blocking,1
Media moderation,Library,Coersive,1
Media moderation,Library,Confiscation,1
Media moderation,Library,Labeling,1
Media moderation,Library,Modification,1
Media moderation,Library,Rating,1
Media moderation,Library,Removal from circulation,1
Media moderation,Library,Restricting access,1
Media moderation,Marketplace,Blocking,1
Media moderation,Marketplace,Disclosure,1
Media moderation,Marketplace,Filtering,1
Media moderation,Marketplace,Labeling,1
Media moderation,Marketplace,Profiling,1
Media moderation,Marketplace,Rating,1
Media moderation,Marketplace,Review,1
Media moderation,Messaging platform,Blocking,1
Media moderation,Messaging platform,Coherence,1
Media moderation,Messaging platform,Correcting,1
Media moderation,Messaging platform,Deplatforming,1
Media moderation,Messaging platform,Enframing,1
Media moderation,Messaging platform,Intelligibility,1
Media moderation,Messaging platform,Monitoring,1
Media moderation,Messaging platform,Review,1
Media moderation,Music,Agenda setting,1
Media moderation,Music,Blocking,1
Media moderation,Music,Coersive,1
Media moderation,Music,Confiscation,1
Media moderation,Music,Monitoring,1
Media moderation,Music,Review,1
Media moderation,Music,Self-censorship,1
Media moderation,Music streaming,Blocking,1
Media moderation,Music streaming,Disclosure,1
Media moderation,Music streaming,Economic,1
Media moderation,Music streaming,Labeling,1
Media moderation,Music streaming,Monitoring,1
Media moderation,Music streaming,Obfuscation,1
Media moderation,Music streaming,Profiling,1
Media moderation,Music streaming,Rating,1
Media moderation,Music streaming,Removal,1
Media moderation,News aggregator,Disclosure,1
Media moderation,News aggregator,Enframing,1
Media moderation,News aggregator,Filtering,1
Media moderation,News aggregator,Labeling,1
Media moderation,News aggregator,Obfuscation,1
Media moderation,News aggregator,Profiling,1
Media moderation,News aggregator,Rating,1
Media moderation,News aggregator,Review,1
Media moderation,News media,Disclosure,1
Media moderation,News media,Enframing,1
Media moderation,News media,Filtering,1
Media moderation,News media,Labeling,1
Media moderation,News media,Obfuscation,1
Media moderation,News media,Profiling,1
Media moderation,News media,Rating,1
Media moderation,News media,Review,1
Media moderation,Performing arts,Agenda setting,1
Media moderation,Performing arts,Coersive,1
Media moderation,Performing arts,Deplatforming,1
Media moderation,Performing arts,Enframing,1
Media moderation,Performing arts,Filtering,1
Media moderation,Performing arts,Modification,1
Media moderation,Performing arts,Monitoring,1
Media moderation,Performing arts,Obfuscation,1
Media moderation,Performing arts,Removal,1
Media moderation,Performing arts,Removal from circulation,1
Media moderation,Platforms,Economic,1
Media moderation,Platforms,Review,1
Media moderation,Portal,Blocking,1
Media moderation,Portal,Enframing,1
Media moderation,Portal,Filtering,1
Media moderation,Portal,Monitoring,1
Media moderation,Print media,Balancing,1
Media moderation,Print media,Coherence,1
Media moderation,Print media,Fairness,1
Media moderation,Print media,Prompting,1
Media moderation,Print media,Scheduling,1
Media moderation,Radio,Confiscation,1
Media moderation,Radio,Deplatforming,1
Media moderation,Radio,Disclosure,1
Media moderation,Radio,Fairness,1
Media moderation,Radio,Licensing,1
Media moderation,Radio,Obfuscation,1
Media moderation,Radio,Profiling,1
Media moderation,Radio,Restricting access,1
Media moderation,Radio,Review,1
Media moderation,Review platform,Blocking,1
Media moderation,Review platform,Filtering,1
Media moderation,Review platform,Modification,1
Media moderation,Review platform,Monitoring,1
Media moderation,Review platform,Profiling,1
Media moderation,Review platform,Removal,1
Media moderation,Review platform,Review,1
Media moderation,Ride-sharing platform,Blocking,1
Media moderation,Ride-sharing platform,Disclosure,1
Media moderation,Ride-sharing platform,Enframing,1
Media moderation,Ride-sharing platform,Filtering,1
Media moderation,Ride-sharing platform,Monitoring,1
Media moderation,Ride-sharing platform,Profiling,1
Media moderation,Ride-sharing platform,Removal,1
Media moderation,Ride-sharing platform,Review,1
Media moderation,Search engine,Agenda setting,1
Media moderation,Search engine,Coersive,1
Media moderation,Search engine,Disclosure,1
Media moderation,Search engine,Modification,1
Media moderation,Search engine,Rating,1
Media moderation,Search engine,Redirection,1
Media moderation,Search engine,Restricting access,1
Media moderation,Search engine,Scheduling,1
Media moderation,Search engine,Self-censorship,1
Media moderation,Social media platform,Balancing,1
Media moderation,Social media platform,Coherence,1
Media moderation,Social media platform,Licensing,1
Media moderation,Social media platform,Redirection,1
Media moderation,Television,Confiscation,1
Media moderation,Television,Correcting,1
Media moderation,Television,Fairness,1
Media moderation,Television,Licensing,1
Media moderation,Television,Restricting access,1
Media moderation,Video sharing platform,Coherence,1
Media moderation,Video sharing platform,Correcting,1
Media moderation,Video sharing platform,Intelligibility,1
Media moderation,Video sharing platform,Marginalisation,1
Media moderation,Video sharing platform,Metamoderation,1
Media moderation,Video sharing platform,Obfuscation,1
Media moderation,Video sharing platform,Rating,1
Media moderation,Video streaming platform,Blocking,1
Media moderation,Video streaming platform,Economic,1
Media moderation,Video streaming platform,Enframing,1
Media moderation,Video streaming platform,Filtering,1
Media moderation,Video streaming platform,Monitoring,1
Media moderation,Video streaming platform,Removal,1
Media moderation,Video streaming platform,Review,1
Media moderation,Visual arts,Filtering,1
Media moderation,Visual arts,Interiorisation,1
Media moderation,Visual arts,Labeling,1
Media moderation,Visual arts,Metamoderation,1
Media moderation,Visual arts,Modification,1
Media moderation,Visual arts,Self-censorship,1
Media moderation,Web,Enframing,1
Media moderation,Web,Filtering,1
Media moderation,Web,Intermediate,1
Media moderation,Web,Monitoring,1
Media moderation,Web,Removal,1
Media moderation,Wikis,Agenda setting,1
Media moderation,Wikis,Correcting,1
Media moderation,Wikis,Disclosure,1
Media moderation,Wikis,Intelligibility,1
Media moderation,Wikis,Labeling,1
Media moderation,Wikis,Obfuscation,1
Media moderation,Wikis,Prompting,1
Media moderation,Wikis,Rating,1
Media moderation,Wikis,Redirection,1
Media moderation,Wikis,Restricting access,1
Media moderation,Wikis,Scheduling,1
Media regulation,Alt-tech,Deplatforming,1
Media regulation,Alt-tech,Fairness,1
Media regulation,Alt-tech,Filtering,1
Media regulation,Alt-tech,Labeling,1
Media regulation,Alt-tech,Licensing,1
Media regulation,Alt-tech,Rating,1
Media regulation,Alt-tech,Removal,1
Media regulation,E-commerce,Correcting,1
Media regulation,E-commerce,Enframing,1
Media regulation,E-commerce,Fairness,1
Media regulation,E-commerce,Filtering,1
Media regulation,E-commerce,Labeling,1
Media regulation,E-commerce,Licensing,1
Media regulation,E-commerce,Marginalisation,1
Media regulation,E-commerce,Monitoring,1
Media regulation,E-commerce,Rating,1
Media regulation,E-commerce,Removal from circulation,1
Media regulation,E-commerce,Restricting access,1
Media regulation,E-commerce,Review,1
Media regulation,Film,Balancing,1
Media regulation,Film,Coersive,1
Media regulation,Film,Confiscation,1
Media regulation,Film,Deplatforming,1
Media regulation,Film,Enframing,1
Media regulation,Film,Intermediate,1
Media regulation,Film,Metamoderation,1
Media regulation,Film,Modification,1
Media regulation,Film,Monitoring,1
Media regulation,Film,Profiling,1
Media regulation,Film,Removal,1
Media regulation,ISP,Blocking,1
Media regulation,ISP,Filtering,1
Media regulation,ISP,Labeling,1
Media regulation,ISP,Rating,1
Media regulation,ISP,Review,1
Media regulation,Internet (general),Confiscation,1
Media regulation,Internet (general),Correcting,1
Media regulation,Internet (general),Deplatforming,1
Media regulation,Internet (general),Enframing,1
Media regulation,Internet (general),Interiorisation,1
Media regulation,Internet (general),Marginalisation,1
Media regulation,Internet (general),Metamoderation,1
Media regulation,Internet (general),Profiling,1
Media regulation,Internet (general),Scheduling,1
Media regulation,Internet (general),Self-censorship,1
Media regulation,Messaging platform,Blocking,1
Media regulation,Messaging platform,Disclosure,1
Media regulation,Messaging platform,Fairness,1
Media regulation,Messaging platform,Filtering,1
Media regulation,Messaging platform,Labeling,1
Media regulation,Messaging platform,Licensing,1
Media regulation,Messaging platform,Marginalisation,1
Media regulation,Messaging platform,Rating,1
Media regulation,Messaging platform,Restricting access,1
Media regulation,Music,Balancing,1
Media regulation,Music,Blocking,1
Media regulation,Music,Coersive,1
Media regulation,Music,Confiscation,1
Media regulation,Music,Deplatforming,1
Media regulation,Music,Enframing,1
Media regulation,Music,Interiorisation,1
Media regulation,Music,Intermediate,1
Media regulation,Music,Metamoderation,1
Media regulation,Music,Modification,1
Media regulation,Music,Monitoring,1
Media regulation,Music,Removal from circulation,1
Media regulation,Music,Self-censorship,1
Media regulation,Performing arts,Balancing,1
Media regulation,Performing arts,Blocking,1
Media regulation,Performing arts,Coersive,1
Media regulation,Performing arts,Deplatforming,1
Media regulation,Performing arts,Enframing,1
Media regulation,Performing arts,Filtering,1
Media regulation,Performing arts,Interiorisation,1
Media regulation,Performing arts,Intermediate,1
Media regulation,Performing arts,Metamoderation,1
